,team_red,result_red,ban_0_red,ban_1_red,ban_2_red,ban_3_red,ban_4_red,pick_0_red,pick_1_red,pick_2_red,pick_3_red,pick_4_red,kills_red,towers_red,dragons_red,barons_red,player_0_red,kda_0_red,csM_0_red,dpM_0_red,wpM_0_red,player_1_red,kda_1_red,csM_1_red,dpM_1_red,wpM_1_red,player_2_red,kda_2_red,csM_2_red,dpM_2_red,wpM_2_red,player_3_red,kda_3_red,csM_3_red,dpM_3_red,wpM_3_red,player_4_red,kda_4_red,csM_4_red,dpM_4_red,wpM_4_red,team_blue,result_blue,ban_0_blue,ban_1_blue,ban_2_blue,ban_3_blue,ban_4_blue,pick_0_blue,pick_1_blue,pick_2_blue,pick_3_blue,pick_4_blue,kills_blue,towers_blue,dragons_blue,barons_blue,player_0_blue,kda_0_blue,csM_0_blue,dpM_0_blue,wpM_0_blue,player_1_blue,kda_1_blue,csM_1_blue,dpM_1_blue,wpM_1_blue,player_2_blue,kda_2_blue,csM_2_blue,dpM_2_blue,wpM_2_blue,player_3_blue,kda_3_blue,csM_3_blue,dpM_3_blue,wpM_3_blue,player_4_blue,kda_4_blue,csM_4_blue,dpM_4_blue,wpM_4_blue,match_duration,player_5_red,kda_5_red,csM_5_red,dpM_5_red,wpM_5_red,player_5_blue,kda_5_blue,csM_5_blue,dpM_5_blue,wpM_5_blue
0,GamerLegion,LOSS,Maokai,Ashe,Ryze,Nautilus,Senna,Fiora,Poppy,Kassadin,Zeri,Yuumi,4,3,0,0,Tracyn,0.67,7.3,358,0.36,Ferret,0.5,4.0,136,0.24,Escik,2.0,8.7,301,0.18,Asza,3.0,10.2,560,0.45,Visdom,2.0,0.1,252,1.18,MOUZ,WIN,Wukong,Syndra,Jax,Vi,JarvanIV,Renekton,Sejuani,Viktor,Seraphine,Soraka,9,8,5,1,Carlsen,5.0,9.8,528,0.30,Alexx,6.0,4.9,207,0.24,Sencux,9.0,8.3,787,0.57,Kynetic,8.0,8.0,442,0.42,Tore,2.33,0.4,163,1.21,00:33:11,,,,,,,,,,
0,NNO Prime,LOSS,Ryze,Fiora,Nami,Caitlyn,Sivir,Renekton,Elise,Kassadin,Ashe,RenataGlasc,6,2,2,0,Flamer,2.0,9.8,614,0.28,Lamabear,2.5,5.7,659,0.77,Matislaw,4.0,8.6,790,0.49,Zamulek,1.25,7.4,686,0.40,DuaLL,0.75,1.0,241,1.97,Eintracht Spandau,WIN,Yuumi,Vi,Varus,Heimerdinger,Azir,Gnar,Sejuani,Sylas,Xayah,Rakan,12,10,2,1,PRIDE,2.67,8.5,835,0.49,Zanzarah,11.0,5.1,330,0.31,Special,7.0,8.9,603,0.49,SMILEY,10.0,9.3,937,0.40,Lilipp,11.0,1.5,173,2.31,00:32:32,,,,,,,,,,
0,FC Schalke 04 Evolution,LOSS,Zeri,Maokai,Nami,Fiora,Renekton,KSante,Poppy,Akali,Ashe,Heimerdinger,13,0,3,0,Sacre,1.67,8.1,364,0.45,Afroboi,5.0,4.2,176,0.26,Simpli,1.5,7.6,492,0.23,Mishigu,2.75,8.2,543,0.42,Seal,2.67,1.6,406,1.35,SK Gaming Prime,WIN,Ryze,Varus,Jax,Kassadin,Olaf,Sejuani,Azir,Kalista,Jhin,,16,9,1,1,JNX,6.0,9.9,763,0.48,Lurox,4.5,4.0,363,0.35,Febiven,10.0,9.1,825,0.45,Keduii,1.8,9.6,400,0.42,Prime,2.5,1.1,316,2.03,00:31:02,,,,,,,,,,
0,Unicorns Of Love Sexy Edition,WIN,Maokai,Varus,Nami,Nautilus,Leona,Fiora,Sejuani,Syndra,Kaisa,Braum,19,10,3,1,Venour,3.5,8.2,758,0.38,Peach,7.5,6.5,367,0.34,Mask,16.0,10.5,1170,0.38,FUN k3y,9.0,8.8,309,0.42,Lekcyc,14.0,1.3,174,1.48,Berlin International Gaming,LOSS,Azir,Heimerdinger,Yuumi,RenataGlasc,Zeri,KSante,XinZhao,Ryze,Xayah,Alistar,6,1,1,0,Vizicsacsi,1.0,7.2,409,0.30,Rulfchen,2.0,6.8,364,0.19,Kaymin,0.57,7.4,258,0.49,Harpoon,1.0,10.4,454,0.42,Leon,1.0,1.3,82,1.52,00:26:19,,,,,,,,,,
0,E WIE EINFACH E-SPORTS,WIN,Maokai,Ryze,Sejuani,Nautilus,RenataGlasc,Fiora,Gragas,Yasuo,Lucian,Nami,13,10,3,1,Ventair,8.0,9.2,470,0.27,Obsess,10.0,6.8,500,0.78,Nite,9.0,10.0,359,0.37,Tazaku,4.5,8.8,750,0.47,Pann,12.0,0.3,182,1.28,Eintracht Frankfurt,LOSS,Elise,Poppy,Wukong,Skarner,Taliyah,Jax,Vi,Syndra,Kalista,Soraka,4,1,2,0,Vertigo,1.5,8.1,266,0.27,Don Arts,0.17,4.8,150,0.30,ZaZee,2.0,9.4,434,0.41,DizL,0.67,10.1,324,0.24,Vaunted,2.0,0.5,148,1.28,00:29:35,,,,,,,,,,
0,Eintracht Spandau,WIN,Nautilus,Ryze,Maokai,Azir,Sylas,Jayce,Vi,Akali,Varus,Ashe,32,9,4,1,PRIDE,3.2,7.5,1138,0.45,Zanzarah,2.71,5.6,350,0.43,Special,5.75,7.3,809,0.18,SMILEY,2.0,8.5,864,0.43,Lilipp,3.8,1.4,514,2.53,SK Gaming Prime,LOSS,Heimerdinger,Sejuani,Poppy,Renekton,Gnar,KSante,Wukong,Syndra,Lucian,Nami,27,10,3,2,JNX,2.8,6.5,437,0.55,Lurox,2.43,4.5,483,0.28,Febiven,2.33,6.5,701,0.45,Keduii,4.4,8.4,925,0.53,Prime,2.56,0.6,178,1.52,00:49:25,,,,,,,,,,
0,GamerLegion,WIN,Sejuani,Maokai,Ryze,Varus,Ezreal,KSante,Viego,Akali,Ashe,Heimerdinger,19,11,4,2,Tracyn,9.0,7.8,461,0.43,Ferret,13.0,6.7,451,0.37,Escik,14.0,8.2,908,0.25,Asza,8.0,8.9,299,0.43,Visdom,3.0,1.1,357,1.59,Eintracht Frankfurt,LOSS,Jayce,Jax,Nami,Renekton,Kennen,Fiora,Wukong,Azir,Sivir,Karma,5,1,1,0,Vertigo,0.67,9.2,535,0.25,Don Arts,0.6,4.8,281,0.31,ZaZee,0.17,8.0,525,0.34,DizL,2.0,9.4,491,0.34,Vaunted,1.0,0.8,184,1.41,00:32:37,,,,,,,,,,
0,NNO Prime,LOSS,Sejuani,Ryze,Fiora,Irelia,Sivir,KSante,Vi,Viktor,Varus,Ashe,7,0,1,0,Flamer,1.5,8.3,232,0.23,Lamabear,3.0,5.3,147,0.23,Matislaw,1.33,8.2,681,0.46,Zamulek,1.5,8.1,441,0.49,DuaLL,3.0,1.3,253,1.80,MOUZ,WIN,Olaf,Elise,Nami,Kassadin,Syndra,Renekton,Maokai,Sylas,Jhin,Heimerdinger,13,10,4,2,Carlsen,6.0,9.5,436,0.31,Alexx,9.0,5.8,570,0.20,Sencux,2.5,8.1,305,0.51,Kynetic,9.0,8.6,757,0.57,Tore,1.5,1.5,428,1.11,00:35:00,,,,,,,,,,
0,FC Schalke 04 Evolution,LOSS,Zeri,Fiora,Nami,Kassadin,Ryze,Jax,Sejuani,Sylas,Jhin,Karma,11,3,2,0,Sacre,3.0,7.4,425,0.50,Afroboi,2.67,4.0,278,0.24,Simpli,4.0,5.8,379,0.15,Mishigu,1.67,8.6,454,0.35,Seal,1.67,1.0,291,1.42,Unicorns Of Love Sexy Edition,WIN,Heimerdinger,Varus,Vi,Nautilus,Kaisa,Gangplank,Maokai,Azir,Ashe,Lulu,13,9,3,2,Venour,2.0,7.2,675,0.41,Peach,4.0,6.7,745,0.24,Mask,2.5,9.0,898,0.21,FUN k3y,10.0,9.0,685,0.38,Lekcyc,13.0,0.6,123,1.45,00:33:53,,,,,,,,,,
0,Berlin International Gaming,WIN,Maokai,Varus,Heimerdinger,Jax,Fiora,Gangplank,Vi,Orianna,Samira,Nautilus,26,10,3,1,Vizicsacsi,6.5,9.5,757,0.39,Rulfchen,16.0,6.2,468,0.39,Kaymin,20.0,8.9,1022,0.47,Harpoon,15.0,9.4,430,0.34,Leon,16.0,1.2,181,1.07,E WIE EINFACH E-SPORTS,LOSS,Sejuani,KSante,Caitlyn,Renekton,Gwen,Sion,Wukong,Taliyah,Lucian,Nami,3,1,0,0,Ventair,0.33,8.7,402,0.26,Obsess,0.25,4.3,327,0.13,Nite,0.33,7.3,306,0.34,Tazaku,0.25,7.1,440,0.34,Pann,0.4,0.3,84,0.30,00:23:16,,,,,,,,,,
0,seQura ZEST,WIN,Jax,Fiora,Maokai,Nautilus,Lulu,Malphite,Vi,Ahri,Zeri,Yuumi,26,10,4,2,Urgaleex,15.0,5.3,570,0.32,jokaa,5.0,6.0,311,0.23,Torak,21.0,8.5,601,0.35,MyKey,16.0,8.7,789,0.41,PsYcraw,21.0,0.4,163,1.25,AYM Esports,LOSS,Caitlyn,Karma,Udyr,Cassiopeia,KSante,Camille,Viego,Ryze,Varus,RenataGlasc,7,6,1,0,Westlander,0.57,8.6,438,0.38,Densi,0.57,5.0,158,0.38,Midnight,2.5,9.3,587,0.50,Blink,0.8,9.6,425,0.32,Chemera,0.6,0.7,71,1.78,00:34:19,,,,,,,,,,
0,LEX esports,WIN,Karma,Maokai,Lucian,Twitch,Varus,KSante,Wukong,Swain,Zeri,Yuumi,21,8,3,1,Septico1,3.75,7.0,578,0.42,Jony,2.2,4.4,300,0.30,Evaan,8.0,8.3,631,0.51,mumek,6.33,9.4,967,0.37,Fendras,9.5,0.2,264,1.55,Wizards Club,LOSS,Irelia,Sejuani,Draven,Jax,Fiora,Renekton,Vi,Ryze,Sivir,Lulu,16,8,4,1,IceBreaker,1.33,7.6,576,0.32,DahVys,6.0,5.1,246,0.30,Tsiperakos,1.29,6.2,563,0.46,Fede,7.0,10.4,927,0.42,Simpy,3.5,0.6,132,1.27,00:43:17,,,,,,,,,,
0,Ramboot Club,WIN,Seraphine,Karma,KSante,Corki,Ornn,Gangplank,Sejuani,Viktor,Zeri,Ashe,18,11,4,2,Luca,7.5,10.0,741,0.13,Thayger,4.5,5.1,172,0.31,Arven,8.0,8.2,587,0.44,Frapi,4.0,9.4,444,0.29,Ninten,2.0,0.9,237,1.23,Falcons,LOSS,Darius,Varus,Olaf,Camille,Vi,Gnar,Maokai,Azir,Draven,Sona,11,7,3,1,Raedz,0.67,7.3,215,0.44,Palens,1.25,4.6,665,0.22,Cayetano,0.83,7.4,415,0.48,Abner,3.67,9.4,672,0.22,Manster,5.0,0.4,151,1.25,00:45:33,,,,,,,,,,
0,Case Esports,WIN,Irelia,Karma,Ryze,Vi,Wukong,Jax,Sejuani,Kassadin,Sivir,Nautilus,20,11,1,1,Ray,7.0,8.4,532,0.55,LeBron,15.0,5.1,344,0.27,Javier,13.0,9.0,850,0.39,Coldraa,18.0,10.2,703,0.31,Pyrka,13.0,1.3,192,1.44,Villarreal QLASH,LOSS,Caitlyn,Syndra,Xayah,Yuumi,Sona,Ornn,Viego,Sylas,Varus,Ashe,1,0,2,0,Jervo,0.0,6.9,264,0.35,Soul,0.25,6.1,122,0.19,Air,0.5,9.3,362,0.23,Azitorr,0.0,8.9,348,0.35,Abagnale,0.0,1.1,297,2.34,00:25:41,,,,,,,,,,
0,Levante UD Esports,WIN,Fiora,Sylas,Jax,Yasuo,Vi,Gangplank,Sejuani,Azir,Varus,Leona,19,9,4,2,JohnArnau,2.5,8.9,828,0.33,Nasser,6.5,4.6,286,0.41,Universe,16.0,9.2,700,0.33,Ibai0,12.0,6.2,469,0.43,Viketox,14.0,1.1,125,1.86,ZETA,LOSS,Ashe,Caitlyn,Maokai,Karma,Xerath,KSante,Wukong,Syndra,Jhin,Heimerdinger,8,2,2,1,kaylem,1.5,6.6,289,0.29,Nyx,0.83,5.3,336,0.29,J0J0C,1.0,7.2,642,0.55,mihai,3.0,8.5,866,0.38,Bolyy1,2.5,0.7,351,1.31,00:41:54,,,,,,,,,,
0,seQura ZEST,LOSS,Draven,Jax,Pyke,Swain,Fiora,Camille,Wukong,Galio,Ashe,Heimerdinger,4,2,3,0,Urgaleex,0.75,7.1,343,0.25,jokaa,0.4,6.0,250,0.11,Torak,1.5,8.0,333,0.32,MyKey,1.0,7.5,428,0.43,PsYcraw,2.0,0.6,384,1.58,LEX esports,WIN,Udyr,Karma,Maokai,Jayce,KSante,Gangplank,Sejuani,Syndra,Zeri,Yuumi,16,8,1,0,Septico1,5.0,8.7,756,0.47,Jony,11.0,4.8,312,0.36,Evaan,9.0,9.9,485,0.57,mumek,11.0,8.5,468,0.39,Fendras,12.0,0.2,173,1.11,00:27:52,,,,,,,,,,
0,AYM Esports,WIN,Karma,Zeri,Wukong,Viktor,Heimerdinger,Fiora,Trundle,Sylas,Seraphine,Nautilus,14,8,4,1,Westlander,5.0,8.0,364,0.45,Densi,13.0,5.6,338,0.42,Midnight,10.0,8.4,558,0.35,Blink,4.33,7.3,500,0.48,Chemera,4.67,1.2,206,1.12,Falcons,LOSS,Jax,Kassadin,Varus,Vi,Viego,Gangplank,Sejuani,Corki,Xayah,Ashe,9,3,0,0,Raedz,2.0,7.6,662,0.42,Palens,2.33,4.9,283,0.32,Cayetano,3.0,8.0,697,0.45,Abner,4.0,8.3,775,0.39,Manster,2.0,0.6,284,1.06,00:31:08,,,,,,,,,,
0,Villarreal QLASH,LOSS,Maokai,Nami,Varus,Viego,Sylas,Renekton,Vi,Akali,Ezreal,Ashe,9,4,1,0,Jervo,1.2,6.9,247,0.50,Soul,1.4,4.9,229,0.10,Air,3.5,7.9,586,0.13,Azitorr,3.0,8.8,625,0.30,Abagnale,1.0,0.8,194,1.73,Wizards Club,WIN,Ornn,Karma,Ryze,Syndra,Azir,Malphite,Sejuani,Irelia,Caitlyn,Lux,18,10,4,1,IceBreaker,4.0,5.3,648,0.30,DahVys,16.0,5.2,435,0.23,Tsiperakos,3.33,7.2,515,0.43,Fede,5.5,7.5,565,0.53,Simpy,17.0,1.3,386,1.13,00:30:06,,,,,,,,,,
0,Ramboot Club,WIN,Ryze,Draven,Sejuani,Kassadin,Gnar,Aatrox,Wukong,Azir,Lucian,Nami,17,9,4,2,Luca,2.67,8.9,584,0.23,Thayger,6.0,6.0,270,0.25,Arven,3.0,9.1,511,0.61,Frapi,2.75,9.0,532,0.43,Ninten,6.5,0.3,155,1.09,Levante UD Esports,LOSS,Ashe,Jax,Maokai,Olaf,Syndra,Gangplank,Vi,Taliyah,Varus,Karma,14,3,2,0,JohnArnau,3.0,9.1,682,0.46,Nasser,2.67,5.0,207,0.20,Universe,1.25,7.4,451,0.15,Ibai0,0.6,7.7,580,0.43,Viketox,3.0,1.2,180,1.77,00:39:27,,,,,,,,,,
0,ZETA,LOSS,Sejuani,Karma,Caitlyn,Lulu,Yuumi,Gangplank,Vi,Cassiopeia,Varus,Alistar,2,1,2,0,kaylem,0.5,7.9,509,0.36,Nyx,0.5,5.8,151,0.15,J0J0C,0.5,9.7,175,0.51,mihai,0.67,9.9,311,0.29,Bolyy1,0.5,1.1,58,1.41,Case Esports,WIN,Maokai,Ashe,Syndra,Jax,Fiora,KSante,XinZhao,Ryze,Sivir,Leona,15,11,2,1,Ray,14.0,8.2,429,0.44,LeBron,12.0,6.2,338,0.25,Javier,8.0,10.3,266,0.47,Coldraa,12.0,9.4,656,0.40,Pyrka,10.0,1.0,78,1.34,00:27:35,,,,,,,,,,
0,Cincinnati Fear,LOSS,Lucian,Heimerdinger,Yuumi,Jax,Ashe,Olaf,Viego,Ryze,Varus,Karma,23,13,5,1,Faisal,7.0,8.3,487,0.37,Perry,2.83,5.6,281,0.12,shochi,2.2,7.1,363,0.30,Minui,4.0,8.8,381,0.35,Trevor,2.0,1.1,199,1.46,Team Liquid Challengers,WIN,Wukong,Syndra,Udyr,Vi,Renekton,Fiora,Maokai,Cassiopeia,Jhin,Nautilus,22,15,3,1,Bradley,1.6,9.0,527,0.35,Mir,2.38,5.7,446,0.38,APA,2.4,9.3,482,0.42,Arrow,15.0,8.3,347,0.48,Kim Down,3.75,1.1,124,1.45,00:28:52,,,,,,,,,,
0,Cincinnati Fear,LOSS,Lucian,Heimerdinger,Yuumi,Jax,Ashe,Olaf,Viego,Ryze,Varus,Karma,23,13,5,1,Faisal,7.0,8.3,487,0.37,Perry,2.83,5.6,281,0.12,shochi,2.2,7.1,363,0.30,Minui,4.0,8.8,381,0.35,Trevor,2.0,1.1,199,1.46,Team Liquid Challengers,WIN,Wukong,Syndra,Udyr,Vi,Renekton,Fiora,Maokai,Cassiopeia,Jhin,Nautilus,22,15,3,1,Bradley,1.6,9.0,527,0.35,Mir,2.38,5.7,446,0.38,APA,2.4,9.3,482,0.42,Arrow,15.0,8.3,347,0.48,Kim Down,3.75,1.1,124,1.45,00:28:52,,,,,,,,,,
0,CLG Faith,LOSS,Wukong,Maokai,Lucian,Vi,Viego,Ornn,Graves,Syndra,Ziggs,Jhin,12,1,1,0,Bejjaniii,0.2,8.1,290,0.37,Nxi,1.0,5.8,276,0.14,Seranok,3.33,8.3,518,0.51,Sketch,1.12,8.1,336,0.33,Plux,0.75,1.2,186,1.15,CLG Challengers,WIN,Kindred,Yuumi,Karma,Ashe,Pyke,KSante,Sejuani,Ryze,Caitlyn,Lux,40,19,7,1,Jenkins,19.0,9.2,397,0.26,Kevy,8.33,5.7,416,0.28,Copy,5.25,9.7,599,0.43,Meech,26.0,10.4,609,0.36,Breezy,8.0,1.1,257,1.38,00:32:26,,,,,,,,,,
0,CLG Challengers,WIN,Kindred,Yuumi,Karma,Ashe,Pyke,KSante,Sejuani,Ryze,Caitlyn,Lux,40,19,7,1,Jenkins,19.0,9.2,397,0.26,Kevy,8.33,5.7,416,0.28,Copy,5.25,9.7,599,0.43,Meech,26.0,10.4,609,0.36,Breezy,8.0,1.1,257,1.38,CLG Faith,LOSS,Wukong,Maokai,Lucian,Vi,Viego,Ornn,Graves,Syndra,Ziggs,Jhin,12,1,1,0,Bejjaniii,0.2,8.1,290,0.37,Nxi,1.0,5.8,276,0.14,Seranok,3.33,8.3,518,0.51,Sketch,1.12,8.1,336,0.33,Plux,0.75,1.2,186,1.15,00:32:26,,,,,,,,,,
0,Golden Guardians Challengers,LOSS,Maokai,Ryze,Kalista,Kassadin,Fiora,Renekton,Wukong,Akali,Zeri,Yuumi,28,11,4,2,Concept,0.75,7.1,334,0.40,RoseThorn,2.62,4.5,443,0.17,Young,2.0,8.2,425,0.25,Array,5.25,9.6,525,0.34,Prismal,6.25,0.2,280,1.14,100 Challengers,WIN,Heimerdinger,RenataGlasc,Caitlyn,KSante,Sion,Jax,Vi,Syndra,Lucian,Nami,37,14,4,1,Sniper,3.6,8.4,741,0.43,Yukino,5.0,5.0,253,0.27,Pretty,6.75,9.9,926,0.37,V1PER,4.6,8.4,552,0.42,Lightpulse,2.78,0.4,189,1.44,00:34:53,,,,,,,,,,
0,100 Challengers,WIN,Heimerdinger,RenataGlasc,Caitlyn,KSante,Sion,Jax,Vi,Syndra,Lucian,Nami,37,14,4,1,Sniper,3.6,8.4,741,0.43,Yukino,5.0,5.0,253,0.27,Pretty,6.75,9.9,926,0.37,V1PER,4.6,8.4,552,0.42,Lightpulse,2.78,0.4,189,1.44,Golden Guardians Challengers,LOSS,Maokai,Ryze,Kalista,Kassadin,Fiora,Renekton,Wukong,Akali,Zeri,Yuumi,28,11,4,2,Concept,0.75,7.1,334,0.40,RoseThorn,2.62,4.5,443,0.17,Young,2.0,8.2,425,0.25,Array,5.25,9.6,525,0.34,Prismal,6.25,0.2,280,1.14,00:27:50,,,,,,,,,,
0,FLY FAM,LOSS,KSante,Sylas,Maokai,Ahri,Akali,Gragas,Wukong,Taliyah,Lucian,Nami,7,1,1,0,lunacia,0.38,7.4,427,0.20,Goo,1.4,5.4,237,0.31,Blazze,0.44,7.4,220,0.24,Instinct,1.2,8.1,334,0.29,Sword,0.8,0.5,99,1.08,Cloud9 Challengers,WIN,Ashe,Ryze,Caitlyn,Kassadin,Jax,Renekton,Vi,LeBlanc,Zeri,Lulu,32,18,7,2,FakeGod,18.0,9.1,697,0.33,Tomio,17.0,6.5,274,0.40,EMENES,17.0,9.5,842,0.68,Lost,8.5,8.9,693,0.46,Zeyzal,10.0,0.4,188,1.23,00:26:53,,,,,,,,,,
0,FLY FAM,LOSS,KSante,Sylas,Maokai,Ahri,Akali,Gragas,Wukong,Taliyah,Lucian,Nami,7,1,1,0,lunacia,0.38,7.4,427,0.20,Goo,1.4,5.4,237,0.31,Blazze,0.44,7.4,220,0.24,Instinct,1.2,8.1,334,0.29,Sword,0.8,0.5,99,1.08,Cloud9 Challengers,WIN,Ashe,Ryze,Caitlyn,Kassadin,Jax,Renekton,Vi,LeBlanc,Zeri,Lulu,32,18,7,2,FakeGod,18.0,9.1,697,0.33,Tomio,17.0,6.5,274,0.40,EMENES,17.0,9.5,842,0.68,Lost,8.5,8.9,693,0.46,Zeyzal,10.0,0.4,188,1.23,00:26:53,,,,,,,,,,
0,Wildcard Gaming,WIN,Ryze,Caitlyn,Lucian,Renekton,KSante,Zac,Wukong,Orianna,Kalista,Blitzcrank,50,15,6,3,MooseHater,5.6,7.8,587,0.33,Keel,6.0,5.8,420,0.22,Soligo,6.67,8.1,749,0.38,Lens,5.17,8.1,377,0.28,Duoking1,3.5,1.1,229,1.47,Immortals Challengers,LOSS,Karthus,Garen,Maokai,Syndra,Galio,Jayce,Poppy,Azir,Zeri,Yuumi,31,10,2,1,ADD,1.27,8.0,929,0.54,Chad,1.36,3.9,227,0.26,Ablazeolive,2.0,8.5,764,0.37,Wixxi,3.57,9.2,666,0.33,Joey,3.57,0.1,262,0.91,00:32:12,,,,,,,,,,
0,Wildcard Gaming,WIN,Ryze,Caitlyn,Lucian,Renekton,KSante,Zac,Wukong,Orianna,Kalista,Blitzcrank,50,15,6,3,MooseHater,5.6,7.8,587,0.33,Keel,6.0,5.8,420,0.22,Soligo,6.67,8.1,749,0.38,Lens,5.17,8.1,377,0.28,Duoking1,3.5,1.1,229,1.47,Immortals Challengers,LOSS,Karthus,Garen,Maokai,Syndra,Galio,Jayce,Poppy,Azir,Zeri,Yuumi,31,10,2,1,ADD,1.27,8.0,929,0.54,Chad,1.36,3.9,227,0.26,Ablazeolive,2.0,8.5,764,0.37,Wixxi,3.57,9.2,666,0.33,Joey,3.57,0.1,262,0.91,00:32:12,,,,,,,,,,
0,Team Liquid First,LOSS,Lucian,Yuumi,Wukong,Graves,Kindred,Renekton,Elise,Malzahar,Varus,Pyke,23,13,3,1,Srtty,11.0,9.1,573,0.33,SiddyWiddy,2.0,4.7,204,0.38,Aspect,3.6,9.3,618,0.26,miya,2.67,8.4,361,0.29,Rovex,2.5,1.6,118,1.72,Evil Geniuses Challengers,WIN,Maokai,Zeri,Fiora,Jax,Camille,KSante,Poppy,Ryze,Jhin,Ashe,20,12,5,1,S0ul,1.4,8.0,356,0.28,Sheiden,3.0,5.6,272,0.34,RobbyBob,1.12,7.5,426,0.34,Mobility,7.5,8.9,508,0.29,Smoothie,4.67,0.8,323,1.46,00:23:27,,,,,,,,,,
0,Evil Geniuses Challengers,WIN,Maokai,Zeri,Fiora,Jax,Camille,KSante,Poppy,Ryze,Jhin,Ashe,20,12,5,1,S0ul,1.4,8.0,356,0.28,Sheiden,3.0,5.6,272,0.34,RobbyBob,1.12,7.5,426,0.34,Mobility,7.5,8.9,508,0.29,Smoothie,4.67,0.8,323,1.46,Team Liquid First,LOSS,Lucian,Yuumi,Wukong,Graves,Kindred,Renekton,Elise,Malzahar,Varus,Pyke,23,13,3,1,Srtty,11.0,9.1,573,0.33,SiddyWiddy,2.0,4.7,204,0.38,Aspect,3.6,9.3,618,0.26,miya,2.67,8.4,361,0.29,Rovex,2.5,1.6,118,1.72,00:31:48,,,,,,,,,,
0,FLY FAM,LOSS,Ryze,KSante,Caitlyn,Sylas,Gnar,Renekton,Maokai,LeBlanc,Zeri,Lulu,25,8,4,1,lunacia,1.67,7.2,637,0.18,Goo,2.57,4.2,404,0.27,Blazze,2.17,7.4,567,0.34,Instinct,4.25,9.9,797,0.33,Sword,4.2,0.6,201,1.47,CLG Challengers,WIN,Jax,Ashe,Karma,Volibear,Kassadin,Kled,Sejuani,Akali,Lucian,Nami,28,21,6,1,Jenkins,2.5,7.8,639,0.31,Kevy,3.5,5.4,285,0.32,Copy,9.5,9.1,640,0.19,Meech,2.75,8.9,859,0.31,Breezy,4.2,0.6,167,1.21,00:38:34,,,,,,,,,,
0,FLY FAM,LOSS,Ryze,KSante,Caitlyn,Sylas,Gnar,Renekton,Maokai,LeBlanc,Zeri,Lulu,25,8,4,1,lunacia,1.67,7.2,637,0.18,Goo,2.57,4.2,404,0.27,Blazze,2.17,7.4,567,0.34,Instinct,4.25,9.9,797,0.33,Sword,4.2,0.6,201,1.47,CLG Challengers,WIN,Jax,Ashe,Karma,Volibear,Kassadin,Kled,Sejuani,Akali,Lucian,Nami,28,21,6,1,Jenkins,2.5,7.8,639,0.31,Kevy,3.5,5.4,285,0.32,Copy,9.5,9.1,640,0.19,Meech,2.75,8.9,859,0.31,Breezy,4.2,0.6,167,1.21,00:38:34,,,,,,,,,,
0,TSM Challengers,LOSS,Heimerdinger,Caitlyn,Yuumi,Wukong,Kindred,Jax,Sejuani,Kassadin,Lucian,Nami,38,12,6,1,Hauntzer,8.0,8.4,605,0.52,Svenskeren,5.0,4.8,374,0.37,Doxa,3.33,8.5,643,0.25,WildTurtle,6.5,8.3,1018,0.31,Chime,10.67,0.5,237,1.31,Dignitas Challengers,WIN,Maokai,Gnar,Vi,Renekton,Fiora,KSante,LeeSin,Ryze,Zeri,Lulu,22,10,3,2,Hoon,1.56,8.1,483,0.29,eXyu,2.86,5.8,455,0.65,Insanity,1.89,8.0,826,0.33,Tomo,2.83,8.9,824,0.41,Diamond,2.71,0.6,202,1.21,00:25:23,,,,,,,,,,
0,TSM Challengers,LOSS,Heimerdinger,Caitlyn,Yuumi,Wukong,Kindred,Jax,Sejuani,Kassadin,Lucian,Nami,38,12,6,1,Hauntzer,8.0,8.4,605,0.52,Svenskeren,5.0,4.8,374,0.37,Doxa,3.33,8.5,643,0.25,WildTurtle,6.5,8.3,1018,0.31,Chime,10.67,0.5,237,1.31,Dignitas Challengers,WIN,Maokai,Gnar,Vi,Renekton,Fiora,KSante,LeeSin,Ryze,Zeri,Lulu,22,10,3,2,Hoon,1.56,8.1,483,0.29,eXyu,2.86,5.8,455,0.65,Insanity,1.89,8.0,826,0.33,Tomo,2.83,8.9,824,0.41,Diamond,2.71,0.6,202,1.21,00:25:23,,,,,,,,,,
0,Golden Guardians Challengers,LOSS,Maokai,Ryze,Syndra,Fiora,Viktor,KSante,Elise,Irelia,Lucian,Nami,7,1,1,0,Concept,0.3,6.4,216,0.31,RoseThorn,0.56,5.0,277,0.39,Young,0.5,8.9,354,0.29,Array,0.67,8.0,355,0.33,Prismal,1.0,0.7,125,0.84,Team Liquid Challengers,WIN,Heimerdinger,Varus,Kassadin,Lissandra,Akali,Gangplank,Vi,Ahri,Caitlyn,Lux,39,19,5,1,Bradley,22.0,9.0,727,0.39,Mir,23.0,5.7,323,0.35,APA,23.0,8.7,591,0.36,Arrow,17.0,8.3,397,0.47,Kim Down,10.67,0.5,315,1.20,00:28:48,,,,,,,,,,
